,position,x,x+n,y,y+n,lon,lat,m_shoreline,m_transect,x_avg,y_avg,c_shoreline,c_transect,delta_y,delta_x,x_new,y_new,intersect_distance,transect_angle,avg_slope_change,shoreline_direction,year1,year2,island,proxy,id,square,prev_intersect_distance,previous
7317,133,2496589.398019224,2496594.701192838,-726947.5085436015,-727017.4006126153,-97.2783614401699,-71.25807591327174,-13.179291137412637,0.07587661502986726,2496592.049606031,-726982.4545781084,32176331.018529505,-916415.4084126924,75.65913292928327,997.1337400792279,2497589.18334611,-726906.7954451791,-7.315123120138483,4.339095449637773,-14.836961183261375,85.66090455036223,2002.375,2020.9583333333333,Nanumea,WM,1,528452680177.7496,15.607727486541787,15.607727486541787
7318,134,2496594.701192838,2496634.183724615,-727017.4006126153,-727085.204607021,-97.27667393982766,-71.25782206151466,-1.7173162751878486,0.5823039206279083,2496614.4424587265,-727051.302609818,3560425.312293589,-2180839.6807497935,503.20714624259443,864.1658220332392,2497478.60828076,-726548.0954635754,-1.668435482666366,30.212410895142057,27.33191144259173,59.78758910485796,2002.375,2020.9583333333333,Nanumea,WM,1,528554300793.5239,23.8439133283342,23.8439133283342
7319,135,2496634.183724615,2496669.1408991944,-727085.204607021,-727154.7555807999,-97.27536004402899,-71.25730132894819,-1.9896051272834294,0.5026122954183284,2496651.6623119046,-727119.9800939104,4240230.968282552,-1981967.802948482,449.0798722014074,893.4916162917074,2497545.1539281965,-726670.9002217089,-8.085570370370103,26.684664818503595,11.921713265006947,63.315335181496415,2002.375,2020.9583333333333,Nanumea,WM,1,528652894758.43353,16.19888831912577,16.19888831912577
7321,137,2496703.114002222,2496739.923065126,-727225.5213830915,-727294.2203076441,-97.272521007192,-71.25632578713902,-1.8663589652442927,0.5358026074416544,2496721.518533674,-727259.8708453678,3932518.7189883,-2065009.7705313973,472.28190214829056,881.4475621970897,2497602.9660958713,-726787.5889432195,-12.453492494389998,28.182521979646506,-1.0019148332012406,61.81747802035349,2002.375,2020.9583333333333,Nanumea,WM,1,528856958950.90924,-9.856508922680955,-9.856508922680955
7315,130,2496516.907727364,2496566.4278132385,-726893.117691405,-726842.632252694,-97.27903144964068,-71.258819871187,1.0194941672552342,-0.9808785887341386,2496541.667770301,-726867.8749720495,-3272077.543573526,1721936.392826456,700.2484589829282,713.8992195625614,2495827.768550738,-726167.6265130666,0.0,-44.44694130003318,-5.625814496148028,314.4469413000332,2002.375,2020.9583333333333,Nanumea,WM,1,528373604547.13074,98.92378452430104,98.92378452430104
7322,138,2496739.923065126,2496776.4426798793,-727294.2203076441,-727363.6127255545,-97.27115994120417,-71.25582368274452,-1.900141016796913,0.5262767295480575,2496758.1828725026,-727328.9165165992,4016863.715782771,-2041314.6474710908,465.71936513514777,884.9324680099126,2497643.1153405127,-726863.1971514641,-12.524853721117111,27.75678806358576,-0.25569139014553266,62.24321193641425,2002.375,2020.9583333333333,Nanumea,WM,1,528956882892.904,-10.060835933983604,-10.060835933983604
7327,143,2496902.8683466353,2496932.208453564,-727650.9618384965,-727723.8901874709,-97.26382796094633,-71.2534415272625,-2.4856197406373974,0.40231415274468574,2496917.5384000996,-727687.4260129838,5478700.098178041,-1732232.6899477663,373.2407310847795,927.7345291942621,2497845.272929294,-727314.185281899,-10.776974976387361,21.91562094212737,-0.9596857888341029,68.08437905787264,2002.375,2020.9583333333333,Nanumea,WM,1,529475922264.4891,-6.192303760131404,-6.192303760131404
7324,140,2496809.2042761734,2496842.531962762,-727434.9043485199,-727505.9439795905,-97.26831555049655,-71.25484415687642,-2.131550021677021,0.4691421687646996,2496825.868119468,-727470.4241640551,4594638.809149744,-1898836.7269614262,424.72493526416883,905.3224449691102,2497731.1905644373,-727045.6992287909,-8.026988771125751,25.133253955652446,-2.920583560872322,64.86674604434756,2002.375,2020.9583333333333,Nanumea,WM,1,529161540064.5402,-5.763922098246047,-5.763922098246047
7325,141,2496842.531962762,2496873.528239707,-727505.9439795905,-727578.0334895222,-97.26686377829287,-71.25436275784325,-2.3257473812042315,0.4299693114057028,2496858.0301012346,-727541.9887345564,5079519.036012147,-1801114.3166149838,395.0039569747532,918.679418499341,2497776.7095197337,-727146.9847775816,-9.51715431450463,23.266220848110162,-1.3826071049888886,66.73377915188983,2002.375,2020.9583333333333,Nanumea,WM,1,529264898525.63513,-5.678287072667954,-5.678287072667954
7328,144,2496932.208453564,2496961.548560492,-727723.8901874709,-727796.8185364454,-97.2622919525472,-71.25298623997087,-2.485619740676847,0.4023141527383005,2496946.8785070283,-727760.3543619581,5478700.098276545,-1732317.4222210573,373.2407310796809,927.7345291963134,2497874.6130362246,-727387.1136308784,-11.722465275865314,21.91562094181526,-0.5364199874219204,68.08437905818474,2002.375,2020.9583333333333,Nanumea,WM,1,529582060349.58624,-6.525520480705177,-6.525520480705177
7329,145,2496961.548560492,2496990.143661406,-727796.8185364454,-727869.9843509598,-97.26075602303555,-71.2525309390462,-2.558683556854678,0.3908259766320121,2496975.8461109493,-727833.4014437026,5661137.637863681,-1703716.425126559,364.01292866756046,931.3938950642018,2497907.2400060133,-727469.388515035,-10.87691304721738,21.346849270444494,-2.3988541471695974,68.65315072955552,2002.375,2020.9583333333333,Nanumea,WM,1,529688209071.7716,-5.762728416633284,-5.762728416633284
7330,146,2496990.143661406,2497017.984918416,-727869.9843509598,-727943.1124471027,-97.25920725747852,-71.25208085913866,-2.626608996724413,0.3807190187984121,2497004.0642899107,-727906.5483990312,5830746.7917222725,-1678563.485691133,355.8048684565258,934.5602685662569,2497938.624558477,-727550.7435305746,-10.706911546127245,20.842780966997985,0.6958454411215412,69.15721903300202,2002.375,2020.9583333333333,Nanumea,WM,1,529794714119.0664,-5.287731424047706,-5.287731424047706
7314,129,2496469.911918027,2496516.907727364,-726953.280664219,-726893.117691405,-97.27709357058015,-71.25901347675088,1.2801773958710958,-0.7811417411565456,2496493.4098226954,-726923.1991778121,-3922877.631373983,1223192.0097569297,615.5910614117522,788.0657619196207,2495705.344060776,-726307.6081164003,-40.77312486398869,-37.99488042611893,-50.878130744786105,307.9948804261189,2002.375,2020.9583333333333,Nanumea,WM,1,528461072268.4708,-31.013134414428794,-31.013134414428794
7259,74,2496072.4544293797,2496113.180549764,-728292.7166974893,-728321.5819433555,-97.24005651428274,-71.25813356847026,-0.7087649300690481,1.4109050230554998,2496092.817489572,-728307.1493204224,1040835.901913427,-4250057.043529214,815.8583599041092,578.2517934036841,2496671.0692829755,-727491.2909605183,-40.71504686079047,54.67232319010397,20.99195461044761,35.32767680989605,2002.375,2020.9583333333333,Nanumea,WM,1,530410281194.6094,-27.277764723139136,-27.277764723139136
7326,142,2496873.528239707,2496902.8683466353,-727578.0334895222,-727650.9618384965,-97.26536404823665,-71.25389680092009,-2.4856197406728793,0.4023141527389427,2496888.198293171,-727614.4976640093,5478700.098266635,-1732147.9576441916,373.24073108019377,927.7345291961071,2497815.932822367,-727241.2569329292,-10.557153126174164,21.915620941840018,-1.6088165069212692,68.08437905815998,2002.375,2020.9583333333333,Nanumea,WM,1,529369794816.4802,-5.870495209096094,-5.870495209096094
7323,139,2496776.4426798793,2496809.2042761734,-727363.6127255545,-727434.9043485199,-97.2697789928763,-71.25532178225448,-2.1760729338502713,0.4595434208313198,2496792.8234780263,-727399.2585370372,4705804.026065094,-1874783.973745219,417.5631638060789,908.6478989312955,2497701.471376958,-726981.6953732311,-9.831818274321112,24.680835152101377,-2.4581505657720433,65.31916484789862,2002.375,2020.9583333333333,Nanumea,WM,1,529057825117.1704,-7.881150626191559,-7.881150626191559
7331,147,2497017.984918416,2497041.0491453386,-727943.1124471027,-728018.0005737982,-97.25765240948378,-71.25163690389424,-3.246938514215521,0.307982425790285,2497029.5170318773,-727980.5565104504,7379720.753473333,-1497021.764435872,294.3391249025359,955.7010408865365,2497985.2180727636,-727686.2173855479,-9.939025157921122,17.117912647789957,-1.8530831644994277,72.88208735221005,2002.375,2020.9583333333333,Nanumea,WM,1,529901174959.1752,-4.248559317409128,-4.248559317409128
7310,125,2496442.5813977327,2496429.181654641,-727251.6236697055,-727174.2325296457,-97.26941989953676,-71.25832906687043,-5.775568944099533,0.17314311536729646,2496435.881526187,-727212.9280996756,13691124.62017871,-1159453.6139418227,170.60475829674633,985.3395437342951,2495450.541982453,-727383.5328579723,5.070982490025632,9.822982833026478,-17.44824644248296,260.17701716697354,2002.375,2020.9583333333333,Nanumea,WM,1,528894924130.2229,2.2630406928185343,2.2630406928185343
7313,128,2496446.0509366645,2496469.911918027,-727027.7437544971,-726953.280664219,-97.27501788715341,-71.25897888022526,3.120705269709113,-0.32044038560976057,2496457.9814273454,-726990.5122093582,-8517700.09045705,72975.44601778488,305.15612754161253,952.3023353031364,2495505.679092042,-726685.3560818166,-19.69820073603598,-17.767557156935485,-26.80895040157813,287.7675571569355,2002.375,2020.9583333333333,Nanumea,WM,1,528569340188.75476,-20.873579504718652,-20.873579504718652
7294,109,2496759.5822139014,2496729.7712196773,-728390.6260366687,-728321.9080174408,-97.24409964415999,-71.25234608685821,-2.305123361909253,0.43381626186449956,2496744.6767167896,-728356.2670270547,5026948.215995382,-1811484.7095104207,397.9804002240667,917.3939181384907,2495827.282798651,-728754.2474272788,17.052740507248664,23.451984110780465,8.871763418448575,246.54801588921953,2002.375,2020.9583333333333,Nanumea,WM,1,530552904098.0901,-7.319590270211064,-7.319590270211064
7295,110,2496729.7712196773,2496674.230170885,-728321.9080174408,-728266.9939447351,-97.24552609736011,-71.2527925462449,-0.9887114827652769,1.0114174027828127,2496702.000695281,-728294.450981088,1740223.4861493767,-3253502.3040469615,711.1090733634594,703.0817063330279,2495998.918988948,-729005.5600544515,20.76411283091676,45.325224374533946,9.33902262076024,224.67477562546605,2002.375,2020.9583333333333,Nanumea,WM,1,530452801698.1655,-34.82238733838008,-34.82238733838008
7296,111,2496674.230170885,2496624.150220243,-728266.9939447351,-728208.7485438223,-97.24636721215406,-71.25340277477001,-1.1630482891015979,0.859809527575553,2496649.190195564,-728237.8712442787,2175485.697899562,-2874880.631988214,651.9562418265227,758.2565916254449,2495890.9336039387,-728889.8274861053,12.056168201721402,40.68925701458999,-5.107828211435425,229.31074298541,2002.375,2020.9583333333333,Nanumea,WM,1,530372814469.3009,-83.60752504634335,-83.60752504634335
7297,112,2496624.150220243,2496564.453068235,-728208.7485438223,-728159.8309644347,-97.24734261754472,-71.2539794545372,-0.819429030404032,1.2203619384914086,2496594.3016442386,-728184.2897541285,1317597.5581544414,-3774932.951335296,773.4842854247388,633.8154780383493,2495960.4861662,-728957.7740395532,10.45104770660624,50.66781404906056,-20.64860961945141,219.33218595093945,2002.375,2020.9583333333333,Nanumea,WM,1,530287981455.7598,-92.13179124358302,-92.13179124358302
7298,113,2496564.453068235,2496546.4853133177,-728159.8309644347,-728083.4429373874,-97.24799569008901,-71.2546047194679,-4.251395202083194,0.235216899974389,2496555.4691907763,-728121.636950911,9885722.306501314,-1315353.6750280717,228.9681099606139,973.4339241166111,2495582.0352666597,-728350.6050608717,15.997236836097464,13.23632768790961,-26.699922851101213,256.7636723120904,2002.375,2020.9583333333333,Nanumea,WM,1,530216739430.15405,-92.13179124358302,-92.13179124358302
7299,114,2496546.4853133177,2496540.979226054,-728083.4429373874,-728005.2514634025,-97.2497246038975,-71.25497974429744,-14.200914413770642,0.07041800062045997,2496543.7322696857,-728044.347200395,34725159.524996944,-903845.9652883671,70.24405656825459,997.5298354018469,2495546.2024342837,-728114.5912569632,6.855604762258293,4.028005135627099,-31.888437138904326,265.9719948643729,2002.375,2020.9583333333333,Nanumea,WM,1,530105499879.5598,-86.50180430725183,-86.50180430725183
7300,115,2496540.979226054,2496558.23689758,-728005.2514634025,-727928.7390692646,-97.2516158025312,-71.25526062964,4.433529403081019,-0.22555393436774412,2496549.608061817,-727966.9952663336,-11796493.088858793,-164860.40882374113,220.02648666093495,975.4938980678687,2495574.114163749,-727746.9687796726,-1.46749199880204,-12.710588687607386,-9.541317587271926,282.7105886876074,2002.375,2020.9583333333333,Nanumea,WM,1,529991646158.29193,-80.87181737209018,-80.87181737209018
7293,108,2496800.335744602,2496759.5822139014,-728455.8712413319,-728390.6260366687,-97.24286265297656,-71.25182270201257,-1.6009706040548544,0.6246210876497372,2496779.958979252,-728423.2486390003,3268848.0704800673,-2287964.662238687,529.7678215374434,848.1427092556249,2495931.816269996,-728953.0164605378,10.323602042451851,31.989768807547065,-0.7931206879201165,238.01023119245292,2002.375,2020.9583333333333,Nanumea,WM,1,530647956345.96796,-0.023834384638620233,-0.023834384638620233
7312,127,2496417.1480919905,2496446.0509366645,-727099.6957151963,-727027.7437544971,-97.27295717697488,-71.25899215520712,2.4894421815859267,-0.4016964151233828,2496431.5995143275,-727063.7197348467,-6941785.847009839,275743.90439079097,372.7473136226049,927.9328856049511,2495503.6666287226,-726690.9724212241,-15.384111965827872,-21.885151325398553,-23.90893162957147,291.88515132539857,2002.375,2020.9583333333333,Nanumea,WM,1,528673967509.13104,-21.79515541667533,-21.79515541667533
7303,118,2496583.997602288,2496578.481982415,-727774.3266950493,-727697.2507804264,-97.25775976691212,-71.25561630912948,-13.974116490369525,0.07156087475649464,2496581.2397923516,-727735.7887377378,34159781.28379176,-906393.3261579324,71.37834535672766,997.4493129047389,2495583.7904794468,-727807.1670830945,-0.6646444173035988,4.0931586520214855,16.938102267736888,265.9068413479785,2002.375,2020.9583333333333,Nanumea,WM,1,529655470596.4324,-1.239816546368408,-1.239816546368408
7304,119,2496578.481982415,2496539.8237963207,-727697.2507804264,-727629.4649499782,-97.25962333843307,-71.25589380231719,-1.7534664012116612,0.570298922927175,2496559.152889368,-727663.3578652022,3649969.2353637516,-2151448.3537819893,495.3990190644314,868.6655351226956,2495690.4873542455,-728158.7568842666,8.528194756683916,29.696065546723275,13.746634451494483,240.30393445327672,2002.375,2020.9583333333333,Nanumea,WM,1,529543288793.3908,12.237003348622126,12.237003348622126
7305,120,2496539.8237963207,2496511.978682274,-727629.4649499782,-727556.0353536776,-97.26094398575897,-71.25640801536122,-2.6370729233650967,0.3792083226594763,2496525.9012392974,-727592.7501518279,5855928.106485968,-1674296.1496367194,354.57083759227027,935.0291552294591,2495590.8720840677,-727947.3209894202,8.709740862733636,20.767144306728127,3.200896050659259,249.23285569327186,2002.375,2020.9583333333333,Nanumea,WM,1,529444638263.3915,8.17619522560797,8.17619522560797
7306,121,2496511.978682274,2496483.044840798,-727556.0353536776,-727483.1314493588,-97.26250680309413,-71.25685288950635,-2.519675943435827,0.3968764327036441,2496497.511761536,-727519.5834015182,5562845.139831425,-1718320.6101229603,368.88650289115037,929.4744471930023,2495568.037314343,-727888.4699044094,7.4966429430513415,21.646961416352987,-8.34236199357736,248.35303858364702,2002.375,2020.9583333333333,Nanumea,WM,1,529337784579.56177,6.219762628893903,6.219762628893903
7307,122,2496483.044840798,2496468.7436537356,-727483.1314493588,-727405.9311810579,-97.26404638128197,-71.2573048590835,-5.398172051398668,0.1852478932643319,2496475.8942472665,-727444.5313152084,12748961.868000884,-1189911.4313097035,182.14887448338567,983.2709634299367,2495492.6232838365,-727626.6801896918,6.58845434947073,10.49495075334557,-7.259293311882338,259.50504924665444,2002.375,2020.9583333333333,Nanumea,WM,1,529231706543.365,5.511169663706351,5.511169663706351
7308,123,2496468.7436537356,2496451.1317366855,-727405.9311810579,-727329.7144221277,-97.26583059888048,-71.25765287509559,-4.327567448419968,0.23107669884269708,2496459.937695211,-727367.8228015928,10076230.939852744,-1304241.5439972472,225.14392410918296,974.3255171844359,2495485.6121780262,-727592.9667257019,1.8712510208499091,13.011341559566638,-5.911989291663283,256.98865844043337,2002.375,2020.9583333333333,Nanumea,WM,1,529119388717.382,0.627205335199204,0.627205335199204
7309,124,2496451.1317366855,2496442.5813977327,-727329.7144221277,-727251.6236697055,-97.26755926955751,-71.25802435539327,-9.133059268560995,0.10949233664149428,2496446.856567209,-727290.6690459165,22072906.432795193,-1000632.4686727736,108.8418512573095,994.0590784329077,2495452.797488776,-727399.5108971738,-0.43541806216704904,6.248557682965315,-0.6619956251147168,263.7514423170347,2002.375,2020.9583333333333,Nanumea,WM,1,529008513481.37384,-3.204527486275148,-3.204527486275148
7311,126,2496429.181654641,2496417.1480919905,-727174.2325296457,-727099.6957151963,-97.27121755267777,-71.25867039919277,-6.194077067163442,0.16144455245823197,2496423.164873316,-727136.964122421,14735900.511354966,-1130170.8847217564,159.38083490297558,987.2171744178838,2495435.947698898,-727296.344957324,0.5884401896495858,9.170959503115506,-12.008057419955241,260.8290404968845,2002.375,2020.9583333333333,Nanumea,WM,1,528782364455.07916,-2.820815934335231,-2.820815934335231
7301,116,2496558.23689758,2496575.9949479,-727928.7390692646,-727852.4830204827,-97.25367975986273,-71.25535449247236,4.29416785102545,-0.2328739897210118,2496567.1159227397,-727890.6110448737,-11448568.858167632,-146505.06615366554,226.805320223254,973.9401145442297,2495593.1758081955,-727663.8057246505,0.9531761340529943,-13.109060228736986,0.03257675819844508,283.109060228737,2002.375,2020.9583333333333,Nanumea,WM,1,529880249162.96954,-65.45885610519768,-65.45885610519768
7302,117,2496575.9949479,2496583.997602288,-727852.4830204827,-727774.3266950493,-97.25574207885126,-71.25544355496659,9.766300235307554,-0.10239292013415238,2496579.9962750943,-727813.404857766,-25110163.20994335,-472181.2886906478,101.86034469588371,994.7987083719178,2495585.1975667225,-727711.5445130701,-2.1753264298169075,-5.846307486635758,21.203327117166882,275.84630748663574,2002.375,2020.9583333333333,Nanumea,WM,1,529769237039.08203,-28.44817131181697,-28.44817131181697
7356,172,2497512.3436977766,2497524.530222677,-729836.4542246724,-729913.9392592979,-97.21528769935504,-71.24194695736995,-6.358255143075882,0.15727585280829703,2497518.436960227,-729875.1967419852,15149984.249987215,-1122674.5388193498,155.36604726447658,987.8569690787288,2498506.2939293054,-729719.8306947207,-6.6329947100106175,8.938026404111762,-2.4047844553201565,81.06197359588825,2002.375,2020.9583333333333,Nanumea,WM,1,532661249915.2423,-2.9167140367388624,-2.9167140367388624
7373,0,2497958.772167528,2497909.8983317222,-731888.6225192506,-731826.2435598795,-97.16857637049364,-71.23214621298395,-1.276326245784847,0.7834987357680429,2497934.335249625,-731857.4330395651,2456321.7192866565,-2688985.826739233,616.7426599808051,787.1648438286614,2497147.1704057963,-732474.1756995459,-26.13729906479842,38.07865447887792,10.988837821982104,231.92134552112208,2002.375,2020.9583333333333,Nanumea,WM,1,535660955773.1261,92.63341429792915,92.63341429792915
7358,185,2497669.041040114,2497689.1915273643,-730842.2258277996,-730918.1303094663,-97.19180187216955,-71.2376412114242,-3.7668807073605515,0.26547164024758796,2497679.116283739,-730880.178068633,8677579.098237935,-1393943.149880623,256.5841526747556,966.5218945249909,2498645.638178264,-730623.5939159582,77.44321718864408,14.867473934425455,0.9542745696521449,75.13252606557455,2002.375,2020.9583333333333,Nanumea,WM,1,534130359052.9325,81.95051820275827,81.95051820275827
7359,186,2497689.1915273643,2497713.5951892943,-730918.1303094663,-730992.7178704328,-97.19010846176934,-71.23724963620701,-3.056408549685541,0.3271813907544805,2497701.3933583293,-730955.4240899496,6903040.469131936,-1548156.8396583316,310.9606493433812,950.4227872688779,2498651.816145598,-730644.4634406063,58.363848850079336,18.11713321047153,2.32606469829545,71.88286678952846,2002.375,2020.9583333333333,Nanumea,WM,1,534241313215.08594,62.7750728116977,62.7750728116977
7360,187,2497713.5951892943,2497736.0736045293,-730992.7178704328,-731067.5997050204,-97.1884879561356,-71.23682807446352,-3.3312773078081803,0.3001851565032128,2497724.834396912,-731030.1587877267,7589583.903187651,-1480810.0791031248,287.5105774997602,957.7774625797762,2498682.6118594916,-730742.6482102269,41.80603522005694,16.708976477557304,2.2954789202274375,73.29102352244269,2002.375,2020.9583333333333,Nanumea,WM,1,534350353579.6021,45.749746670613334,45.749746670613334
7361,188,2497736.0736045293,2497761.035323887,-731067.5997050204,-731141.9539696365,-97.18684204889229,-71.23642098044465,-2.9787316951217813,0.335713351302396,2497748.554464208,-731104.7768373284,6709018.008789821,-1569632.3147672229,318.25768201408124,948.0042446313328,2498696.558708839,-730786.5191553144,25.076142944526687,18.557589555657113,1.4380924554527867,71.44241044434288,2002.375,2020.9583333333333,Nanumea,WM,1,534459835338.45996,29.605732375163488,29.605732375163488
7362,189,2497761.035323887,2497787.160133812,-731141.9539696365,-731215.8986051423,-97.18523275340205,-71.2359956395252,-2.8304372632042467,0.35330230173267724,2497774.0977288494,-731178.9262873894,6338613.954990712,-1613648.264223253,333.12288278636873,942.8834206645588,2498716.9811495137,-730845.803404603,10.45017505003413,19.458431774878402,3.0308703203232987,70.5415682251216,2002.375,2020.9583333333333,Nanumea,WM,1,534568556854.538,15.242515173055862,15.242515173055862
7363,190,2497787.160133812,2497815.2043499746,-731215.8986051423,-731288.981759746,-97.18364468039486,-71.23556223891497,-2.6059974071010745,0.3837302359837746,2497801.1822418934,-731252.4401824442,5778010.964193929,-1689734.2772846771,358.259072228982,933.6222132991636,2498734.8044551928,-730894.1811102151,-2.4118309365594137,20.993318121374276,3.9888342138615296,69.00668187862573,2002.375,2020.9583333333333,Nanumea,WM,1,534676690372.92566,2.027865046657929,2.027865046657929
7364,191,2497815.2043499746,2497845.445402231,-731288.981759746,-731361.0254278948,-97.18209618306372,-71.23511611209844,-2.382313536510114,0.41976002934731865,2497830.3248761026,-731325.0035938204,5219289.991263974,-1779814.3340684357,387.04438755180036,922.0610836949207,2498752.3859597975,-730937.9592062685,-2.9174362549313444,22.770717118206534,3.1969184196038753,67.22928288179347,2002.375,2020.9583333333333,Nanumea,WM,1,534783574843.20605,1.0366091733795018,1.0366091733795018
7291,106,2496885.6564434646,2496830.565841806,-728578.8090564373,-728527.276857807,-97.24061245435463,-71.25076832631181,-0.9354081654413533,1.0690520319845298,2496858.1111426353,-728553.0429571222,1607028.422154173,-3397824.2802512115,730.298995396043,683.1276435070757,2496174.9834991284,-729283.3419525182,15.675790462338398,46.91146575037407,9.585982496888501,223.08853424962592,2002.375,2020.9583333333333,Nanumea,WM,1,530827081006.09656,14.737079646279279,14.737079646279279
7365,192,2497845.445402231,2497880.273096595,-731361.0254278948,-731430.7714610454,-97.18059429809036,-71.23465558556724,-2.002602653562279,0.49935018223469113,2497862.859249413,-731395.89844447,4270830.891723066,-1978704.172407931,446.74844246906986,894.6596163633743,2498757.5188657762,-730949.150002001,2.665478491219815,26.535257983382536,2.495986671630076,63.46474201661748,2002.375,2020.9583333333333,Nanumea,WM,1,534888949514.9418,6.320697439260081,6.320697439260081
7367,194,2497914.484476518,2497948.862819516,-731501.3766507867,-731571.908648546,-97.17776426001709,-71.23367751110386,-2.0516404110258746,0.4874148484431409,2497931.673648017,-731536.6426496664,4393320.922988102,-1949065.630782136,438.1404007970242,898.9065519782482,2498830.580199995,-731098.5022488694,12.924065248264258,25.985291464639726,-2.414747725107323,64.01470853536028,2002.375,2020.9583333333333,Nanumea,WM,1,535094264041.99615,18.094710170820882,18.094710170820882
7368,195,2497948.862819516,2497983.31997965,-731571.908648546,-731642.4653328134,-97.17633918409128,-71.23318850084783,-2.0476639396095537,0.4883613861904893,2497966.091399583,-731607.1869906797,4383387.900735669,-1951517.3700434186,438.8275303852324,898.5713096777561,2498864.662709261,-731168.3594602945,25.05557663674056,26.02909687031494,-4.0180083376718825,63.97090312968507,2002.375,2020.9583333333333,Nanumea,WM,1,535197457523.6765,29.087878473437595,29.087878473437595
7369,196,2497983.31997965,2498012.2950113346,-731642.4653328134,-731715.2550615525,-97.17491431910877,-71.23269877449552,-2.5121535510764215,0.39806483945677384,2497997.8074954925,-731678.860197183,5543675.202483734,-1726043.9564012494,369.84020307644084,929.0953794893057,2498926.902874982,-731309.0199941065,36.35809998208528,21.705762533164187,-6.401767922556049,68.29423746683582,2002.375,2020.9583333333333,Nanumea,WM,1,535300697078.2771,42.12508942112476,42.12508942112476
7370,197,2498012.2950113346,2498036.2575228224,-731715.2550615525,-731789.8168763112,-97.17338236193125,-71.23224602820443,-3.111602671395531,0.3213777932487464,2498024.2762670787,-731752.5359689319,7041106.475274598,-1534562.0653574425,305.9653640125154,952.0426440158492,2498976.3189110947,-731446.5706049193,42.917664907312464,17.81625193873875,38.67562046673282,72.18374806126124,2002.375,2020.9583333333333,Nanumea,WM,1,535407214489.79285,51.150540355359155,51.150540355359155
7371,198,2498036.2575228224,2498054.0886904867,-731789.8168763112,-731865.9494838556,-97.17175918027905,-71.23182791030382,-4.2696366820952685,0.2342119656675947,2498045.1731066545,-731827.8831800835,9933917.421447113,-1316899.9534998399,228.0408471547688,973.6515660280814,2499018.8246726827,-731599.8423329287,43.56079550404945,13.181755619525255,8.18644597286072,76.81824438047475,2002.375,2020.9583333333333,Nanumea,WM,1,535516336083.8651,54.59575980973476,54.59575980973476
7372,199,2498054.0886904867,2497958.772167528,-731865.9494838556,-731888.6225192506,-97.17003919467894,-71.2314539652975,0.23787098701459408,-4.203959518352892,2498006.4304290074,-731877.2860015531,-1326080.541176504,9769640.624107204,972.855349870477,231.41406229611857,2498237.8444913034,-732850.1413514236,-45.889653067396864,-76.61966219622317,9.274568713443884,166.61966219622317,2002.375,2020.9583333333333,Nanumea,WM,1,535627768013.9055,92.63341429792915,92.63341429792915
7292,107,2496830.565841806,2496800.335744602,-728527.276857807,-728455.8712413319,-97.24137352585024,-71.25136472620072,-2.3620703563478007,0.42335741495278134,2496815.450793204,-728491.5740495694,5169162.1875402285,-1785536.9089115437,389.8590630371642,920.8745359536142,2495894.5762572503,-728881.4331126066,6.458595249587346,22.94573017769708,1.1625036018267796,247.0542698223029,2002.375,2020.9583333333333,Nanumea,WM,1,530751993125.8517,5.169346783658234,5.169346783658234
7344,160,2497295.634078265,2497316.1312524783,-728921.7302381236,-728997.5086894976,-97.23595802180476,-71.24645293784616,-3.697019432333567,0.27048816439917867,2497305.8826653715,-728959.6194638106,8503628.757230999,-1404451.3036092375,261.105036956428,965.3103955080885,2498271.1930608796,-728698.5144268542,-5.380984779320773,15.135641225632597,-0.006902874372624768,74.8643587743674,2002.375,2020.9583333333333,Nanumea,WM,1,531326888813.3398,-1.738660619347568,-1.738660619347568
7334,150,2497095.665420494,2497118.762308034,-728164.2064014637,-728238.970828265,-97.25289082865869,-71.2503464696782,-3.2369914202302756,0.3089288385969405,2497107.213864264,-728201.5886148643,7354913.038058886,-1499630.0200459934,295.16492174782275,955.446319250643,2498062.660183515,-727906.4236931164,-5.860863654875345,17.16742706202105,-4.6744511943262985,72.83257293797895,2002.375,2020.9583333333333,Nanumea,WM,1,530223111484.27344,-4.774120608758875,-4.774120608758875
7355,171,2497499.6363200326,2497512.3436977766,-729759.0327077811,-729836.4542246724,-97.21708995277594,-71.2422834214045,-6.092643065439436,0.1641323788804415,2497505.9900089046,-729797.7434662267,14486614.807454979,-1139719.3428745405,161.96525078893924,986.7964620613898,2498492.786470966,-729635.7782154378,-9.229327241190958,9.320984847857236,-3.9594269205854076,80.67901515214277,2002.375,2020.9583333333333,Nanumea,WM,1,532548245818.59625,-5.1028911935683094,-5.1028911935683094
7354,170,2497484.900777534,2497499.6363200326,-729682.0397872657,-729759.0327077811,-97.2188625081454,-71.24263476899101,-5.224980384878703,0.19138827829747249,2497492.2685487834,-729720.5362475234,12319627.578306083,-1207711.2815863239,187.97650015149634,982.1735261097167,2498474.442074893,-729532.5597473719,-8.46099684757252,10.834718555139656,-2.2379067549024203,79.16528144486036,2002.375,2020.9583333333333,Nanumea,WM,1,532435879188.1048,-5.109004307729186,-5.109004307729186
